_SEB_AHU1_VAV133_ZoneAirFlow_csv,_SEB_AHU3_VAV105_ZoneAirFlow_csv,_SEB_AHU1_VAV127A_ZoneAirFlow_csv,_SEB_AHU1_VAV100_ZoneAirFlow_csv,_SEB_AHU1_VAV136_ZoneAirFlow_csv,_SEB_AHU1_VAV120_ZoneAirFlow_csv,_SEB_AHU1_VAV127B_ZoneAirFlow_csv,_SEB_AHU1_VAV129_ZoneAirFlow_csv,_SEB_AHU1_VAV142_ZoneAirFlow_csv,_SEB_AHU1_VAV102_ZoneAirFlow_csv,_SEB_AHU3_VAV116_ZoneAirFlow_csv,_SEB_AHU1_VAV121_ZoneAirFlow_csv,_SEB_AHU1_VAV123A_ZoneAirFlow_csv,_SEB_AHU1_VAV119_ZoneAirFlow_csv,_SEB_AHU1_VAV150_ZoneAirFlow_csv,_SEB_AHU1_VAV118_ZoneAirFlow_csv,_SEB_AHU3_VAV107_ZoneAirFlow_csv,_SEB_AHU1_VAV123B_ZoneAirFlow_csv,_SEB_AHU3_VAV104_ZoneAirFlow_csv,_SEB_AHU3_VAV108_ZoneAirFlow_csv,_SEB_AHU3_VAV112_ZoneAirFlow_csv,_SEB_AHU1_VAV143_ZoneAirFlow_csv,_SEB_AHU1_VAV131_ZoneAirFlow_csv,Minute,Hour,Day,Month,Year
140.05,340.56666666666666,2126.65,240.73333333333335,46.03333333333333,24.333333333333336,302.4666666666668,47.78333333333332,197.83333333333331,74.86666666666669,102.2,24.666666666666675,205.43333333333348,31.566666666666666,49.20000000000001,392.56666666666666,88.69999999999996,191.13333333333333,54.98333333333333,106.58333333333331,1018.8666666666671,24.366666666666664,28.616666666666664,9,17,29,11,2019
105.98333333333328,307.9333333333331,1580.1333333333334,188.3833333333334,41.68333333333333,20.6,226.4833333333333,39.566666666666656,182.41666666666663,77.28333333333335,84.61666666666666,19.3,178.21666666666678,24.66666666666667,37.16666666666666,329.35,45.31666666666666,155.13333333333338,54.84999999999999,103.06666666666663,1019.5166666666668,18.566666666666674,25.96666666666667,9,18,29,11,2019
0.0,209.7666666666668,199.74999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.7,99.28333333333332,1016.8833333333333,0.0,0.0,9,19,29,11,2019
0.0,297.66666666666663,68.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.48333333333334,112.23333333333332,1013.6833333333333,0.0,0.0,9,20,29,11,2019
0.0,281.6333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.83333333333332,111.83333333333334,1021.1166666666667,0.0,0.0,9,21,29,11,2019
0.0,325.91666666666686,96.53333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.03333333333335,121.4166666666666,1014.6166666666664,0.0,0.0,9,22,29,11,2019
0.0,324.5098039215685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.529411764705884,120.31372549019608,1016.6078431372548,0.0,0.0,9,23,29,11,2019
